uid,namedLocation,domainID,siteID,plotType,sampleID,sampleCode,collectDate,lmaSampleID,lmaSampleCode,lmaSampleCondition,scanDate,scannedBy,freshMass,ovenStartDate,ovenEndDate,dryMass,weighedBy,scannedLeafNumber,leafArea,percentGreen,leafMassPerArea,dryMassFraction,measuredBy,remarks,dataQF
"471dd1cc-59a9-43fb-9d57-e74a7e302f9d","DELA_003.basePlot.cfc","D08","DELA","distributed","Nc+HNMhlqfspUx960THudsGJhzNp9lTyEGxDapF/DCU=","A00000081998","2019-05-06T15:21Z","Nc+HNMhlqfspUx960THudsGJhzNp9lTyFTndeYaW0DI=","A00000082172","OK","2019-05-09T18:59Z","0000-0002-9190-7358",8.150,"2019-05-09T19:04Z","2019-05-14T20:28Z",2.790,"0000-0002-9190-7358",1,43918.4,100,63.5,0.342,"0000-0002-9190-7358",,
"3472087b-1697-4e1a-be5e-dd7448a2a28e","DELA_003.basePlot.cfc","D08","DELA","distributed","Nc+HNMhlqfspUx960THudtz59VMWEuBlKGLd8kVeG1Y=","A00000081999","2019-05-06T15:43Z","Nc+HNMhlqfspUx960THudtz59VMWEuBlflM7wylt1rg=","A00000082170","OK","2019-05-09T18:22Z","0000-0002-9190-7358",6.090,"2019-05-09T18:30Z","2019-05-14T20:31Z",2.340,"0000-0002-9190-7358",1,32242.9,100,72.6,0.384,"0000-0002-9190-7358",,
"ad0f0aff-bb1f-45c6-b038-b841cf40b928","DELA_002.basePlot.cfc","D08","DELA","distributed","Nc+HNMhlqfsclpnYGliH+vB1RaK3LIIZjwbHMP1z2LY=","A00000082000","2019-05-06T16:50Z","Nc+HNMhlqfsclpnYGliH+vB1RaK3LIIZMvVGuE0P/Ms=","A00000082167","OK","2019-05-09T17:47Z","0000-0002-9190-7358",2.630,"2019-05-09T17:54Z","2019-05-14T20:45Z",1.130,"0000-0002-9190-7358",3,15937.3,100,70.9,0.430,"0000-0002-9190-7358",,
"53769dca-8f4a-4c7d-9edf-88b96fdccb92","DELA_002.basePlot.cfc","D08","DELA","distributed","Nc+HNMhlqfsclpnYGliH+kZuuSHT58a/gYS5R1fCE64=","A00000082001","2019-05-06T17:36Z","Nc+HNMhlqfsclpnYGliH+kZuuSHT58a/2ds6+iwZoEE=","A00000082169","OK","2019-05-09T18:11Z","0000-0002-9190-7358",2.410,"2019-05-09T18:15Z","2019-05-14T20:35Z",0.920,"0000-0002-9190-7358",3,18627.3,100,49.4,0.382,"0000-0002-9190-7358",,
"fc78d940-206b-4a7b-816a-091fcf94c836","DELA_056.basePlot.cfc","D08","DELA","tower","Nc+HNMhlqfsfGrsG+JlZC32+dG7s1BFY54prSAeKL2E=","A00000082002","2019-05-06T19:42Z","Nc+HNMhlqfsfGrsG+JlZC32+dG7s1BFYIj2SYqrsQbU9PMT7B2MXVw==","A00000082175","OK","2019-05-09T20:04Z","0000-0002-9190-7358",7.200,"2019-05-09T20:07Z","2019-05-14T20:30Z",3.010,"0000-0002-9190-7358",1,56581.1,100,53.2,0.418,"0000-0002-9190-7358",,
"734671ef-ff15-4e8d-b214-20e8666dd6e2","DELA_056.basePlot.cfc","D08","DELA","tower","Nc+HNMhlqfsfGrsG+JlZCzp6OugYMiydcO5epdikKXE=","A00000082003","2019-05-06T20:11Z","Nc+HNMhlqfsfGrsG+JlZCzp6OugYMiydskRhJRXpW+kTsvOE4tg44g==","A00000082171","OK","2019-05-09T18:45Z","0000-0002-9190-7358",6.250,"2019-05-09T18:51Z","2019-05-14T20:34Z",2.540,"0000-0002-9190-7358",1,57383.9,100,44.3,0.406,"0000-0002-9190-7358",,
"b7cda89c-3e0a-42d5-b973-f1852a100efa","DELA_056.basePlot.cfc","D08","DELA","tower","Nc+HNMhlqfsfGrsG+JlZCwYE3knyp5CAk0+6iEtasRg=","A00000082004","2019-05-06T20:51Z","Nc+HNMhlqfsfGrsG+JlZCwYE3knyp5CAhZxAhg6X89UizVJ1EPmegQ==","A00000082168","OK","2019-05-09T18:01Z","0000-0002-9190-7358",2.800,"2019-05-09T18:06Z","2019-05-14T20:37Z",1.140,"0000-0002-9190-7358",1,27073.3,100,42.1,0.407,"0000-0002-9190-7358",,
"ea80cacd-ef0a-4b91-972c-e71a304a35e9","DELA_042.basePlot.cfc","D08","DELA","tower","Nc+HNMhlqfsXikZFAnnYM8hoPS8Qps2BYpY2CBxRPac=","A00000082005","2019-05-07T14:22Z","Nc+HNMhlqfsXikZFAnnYM8hoPS8Qps2BOacxL6yP/4lfQJ3PdnJnwQ==","A00000082182","OK","2019-05-09T21:37Z","0000-0002-9190-7358",7.350,"2019-05-09T21:47Z","2019-05-14T20:23Z",3.220,"0000-0002-9190-7358",1,66986.7,100,48.1,0.438,"0000-0002-9190-7358",,
"83af64b0-3341-4d27-8a29-794d03963a3a","DELA_042.basePlot.cfc","D08","DELA","tower","Nc+HNMhlqfvc7rqhJ/TzRk0q/+7O1lkqDkuhUiziMOI=","A00000082006","2019-05-07T15:28Z","Nc+HNMhlqfvc7rqhJ/TzRk0q/+7O1lkqz9OpmASXreQ=","A00000082177","OK","2019-05-09T20:22Z","0000-0002-9190-7358",2.700,"2019-05-09T20:26Z","2019-05-14T20:40Z",1.040,"0000-0002-9190-7358",2,18545.7,100,56.1,0.385,"0000-0002-9190-7358",,
"0c642993-3a3f-43f1-804b-c8607a1d22e6","DELA_041.basePlot.cfc","D08","DELA","tower","Nc+HNMhlqfuElt3OuXY/n0/UjYMXg263MMHShfxk7P0=","A00000082007","2019-05-07T16:20Z","Nc+HNMhlqfuElt3OuXY/n0/UjYMXg263DRKk1rNJeyc=","A00000082176","OK","2019-05-09T20:17Z","0000-0002-9190-7358",2.910,"2019-05-09T20:20Z","2019-05-14T20:42Z",1.280,"0000-0002-9190-7358",2,17436.1,100,73.4,0.440,"0000-0002-9190-7358",,
