uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,collectDate,ovenStartDate,ovenEndDate,sampleCondition,cnSampleID,cnSampleCode,ligninSampleID,ligninSampleBarcode,archiveSampleID,archiveSampleCode,archiveMass,toxicodendronPossible,processedBy,remarks,dataQF
"70f0ae6e-7ab7-4730-9393-87232fd7f0bc","DELA_003.basePlot.cfc","D08","DELA","DELA_003","distributed","Nc+HNMhlqfspUx960THudsGJhzNp9lTyEGxDapF/DCU=","A00000081998","2019-05-06T15:21Z","2019-05-09T20:00Z","2019-05-14T20:00Z","OK","Nc+HNMhlqfspUx960THudsGJhzNp9lTyjg/+oUij3bo=","A00000082859","Nc+HNMhlqfspUx960THudsGJhzNp9lTyEfIOZnj9CAo=","A00000082861","Nc+HNMhlqfspUx960THudsGJhzNp9lTy54LWPCWwnds=","A00000082847",,,"0000-0002-6443-1841",,
"f2eef816-4ef9-4c71-a53f-3b675654ca57","DELA_003.basePlot.cfc","D08","DELA","DELA_003","distributed","Nc+HNMhlqfspUx960THudtz59VMWEuBlKGLd8kVeG1Y=","A00000081999","2019-05-06T15:43Z","2019-05-09T20:00Z","2019-05-14T20:00Z","OK","Nc+HNMhlqfspUx960THudtz59VMWEuBlJRkswZnjQv4=","A00000082800","Nc+HNMhlqfspUx960THudtz59VMWEuBl5xt1ZTIijqo=","A00000082818","Nc+HNMhlqfspUx960THudtz59VMWEuBlArzr04lwL9Y=","A00000082799",,,"0000-0002-6443-1841",,
"d35c1e72-9511-4516-97e2-7dd2bd99f4d6","DELA_002.basePlot.cfc","D08","DELA","DELA_002","distributed","Nc+HNMhlqfsclpnYGliH+vB1RaK3LIIZjwbHMP1z2LY=","A00000082000","2019-05-06T16:50Z","2019-05-09T20:00Z","2019-05-14T20:00Z","OK","Nc+HNMhlqfsclpnYGliH+vB1RaK3LIIZnOmCnDkDPGI=","A00000082887","Nc+HNMhlqfsclpnYGliH+vB1RaK3LIIZeTa3JmuBqKo=","A00000082863","Nc+HNMhlqfsclpnYGliH+vB1RaK3LIIZVHvKRIqjD8k=","A00000082877",,,"0000-0002-6443-1841",,
"f2d74636-c2fc-407b-8068-70f1af083b61","DELA_002.basePlot.cfc","D08","DELA","DELA_002","distributed","Nc+HNMhlqfsclpnYGliH+kZuuSHT58a/gYS5R1fCE64=","A00000082001","2019-05-06T17:36Z","2019-05-09T20:00Z","2019-05-14T20:00Z","OK","Nc+HNMhlqfsclpnYGliH+kZuuSHT58a/cMXhbmgUla8=","A00000082792","Nc+HNMhlqfsclpnYGliH+kZuuSHT58a/+LGuMembUq8=","A00000082823","Nc+HNMhlqfsclpnYGliH+kZuuSHT58a/nCiMwsWKcpw=","A00000082846",,,"0000-0002-6443-1841",,
"f0d05f26-d535-4f2c-894d-a0ab862bbaaa","DELA_056.basePlot.cfc","D08","DELA","DELA_056","tower","Nc+HNMhlqfsfGrsG+JlZC32+dG7s1BFY54prSAeKL2E=","A00000082002","2019-05-06T19:42Z","2019-05-09T20:00Z","2019-05-14T20:00Z","OK","Nc+HNMhlqfsfGrsG+JlZC32+dG7s1BFY/0A2sQqCCJQ=","A00000082837","Nc+HNMhlqfsfGrsG+JlZC32+dG7s1BFYoTPZU/Kg/p6XIK7CAzyXxw==","A00000082827","Nc+HNMhlqfsfGrsG+JlZC32+dG7s1BFYB/UKf8nHL+4=","A00000082851",,,"0000-0002-6443-1841",,
"311d0d9c-9174-492e-b2c8-6ead9c0f72e6","DELA_056.basePlot.cfc","D08","DELA","DELA_056","tower","Nc+HNMhlqfsfGrsG+JlZCzp6OugYMiydcO5epdikKXE=","A00000082003","2019-05-06T20:11Z","2019-05-09T20:00Z","2019-05-14T20:00Z","OK","Nc+HNMhlqfsfGrsG+JlZCzp6OugYMiydIF+2IUA4ijY=","A00000082856","Nc+HNMhlqfsfGrsG+JlZCzp6OugYMiydLuB7l6dOuyvehOKe53dO0A==","A00000082832","Nc+HNMhlqfsfGrsG+JlZCzp6OugYMiydJuXE+FWhjBY=","A00000082833",,,"0000-0002-6443-1841",,
"bd79fc6d-d5f8-49c9-a9ec-e3bc695e0c0a","DELA_056.basePlot.cfc","D08","DELA","DELA_056","tower","Nc+HNMhlqfsfGrsG+JlZCwYE3knyp5CAk0+6iEtasRg=","A00000082004","2019-05-06T20:51Z","2019-05-10T20:00Z","2019-05-14T20:00Z","OK","Nc+HNMhlqfsfGrsG+JlZCwYE3knyp5CAQOkQUyii1R8=","A00000082838","Nc+HNMhlqfsfGrsG+JlZCwYE3knyp5CAHSMqcBlnJoAHZTF8ZhJvUg==","A00000082805","Nc+HNMhlqfsfGrsG+JlZCwYE3knyp5CACSfclrd/Vtk=","A00000082814",,,"0000-0002-6443-1841",,
"490f3fb6-c20c-4031-a694-0686066cdb8e","DELA_042.basePlot.cfc","D08","DELA","DELA_042","tower","Nc+HNMhlqfsXikZFAnnYM8hoPS8Qps2BYpY2CBxRPac=","A00000082005","2019-05-07T14:22Z","2019-05-09T20:00Z","2019-05-14T20:00Z","OK","Nc+HNMhlqfsXikZFAnnYM8hoPS8Qps2BVJ03FAkKRJo=","A00000082826","Nc+HNMhlqfsXikZFAnnYM8hoPS8Qps2Bw7ngUAE1E0MyP4uzqFDlqg==","A00000082836","Nc+HNMhlqfsXikZFAnnYM8hoPS8Qps2B5xis0WGAQLk=","A00000082812",,,"0000-0002-6443-1841",,
"3c718cb1-49cd-4d13-8a28-dd5374404484","DELA_042.basePlot.cfc","D08","DELA","DELA_042","tower","Nc+HNMhlqfvc7rqhJ/TzRk0q/+7O1lkqDkuhUiziMOI=","A00000082006","2019-05-07T15:28Z","2019-05-09T20:00Z","2019-05-14T20:00Z","OK","Nc+HNMhlqfvc7rqhJ/TzRk0q/+7O1lkqChalJLlANO0=","A00000082808","Nc+HNMhlqfvc7rqhJ/TzRk0q/+7O1lkq9D/fw+o+fpc=",,"Nc+HNMhlqfvc7rqhJ/TzRk0q/+7O1lkqesKyubloUPY=","A00000082819",,,"0000-0002-6443-1841",,
"224862ae-a3c8-42c1-b4a6-997562fdbe46","DELA_041.basePlot.cfc","D08","DELA","DELA_041","tower","Nc+HNMhlqfuElt3OuXY/n0/UjYMXg263MMHShfxk7P0=","A00000082007","2019-05-07T16:20Z","2019-05-09T20:00Z","2019-05-14T20:00Z","OK","Nc+HNMhlqfuElt3OuXY/n0/UjYMXg2631/SBoLp3MzI=","A00000082810","Nc+HNMhlqfuElt3OuXY/n0/UjYMXg263kkf1pahQ6xU=","A00000082834","Nc+HNMhlqfuElt3OuXY/n0/UjYMXg2630f0wKgQzA1g=","A00000082820",,,"0000-0002-6443-1841",,
