uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,ligninSampleID,ligninSampleBarcode,collectDate,analysisDate,analyticalRepNumber,dryMass,digestVolume,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,foliarPhosphorusQF,foliarPotassiumQF,foliarCalciumQF,foliarMagnesiumQF,foliarSulfurQF,foliarManganeseQF,foliarIronQF,foliarCopperQF,foliarBoronQF,foliarZincQF,remarks,laboratoryName,testMethod,analyzedBy,reviewedBy,dataQF
"ae1ea49b-5f3c-4540-ac9d-f6a79e293e7b","BONA_084.basePlot.cfc","D19","BONA","BONA_084","tower","7uHsYbyZiKbnZITO0PATPwUHccIA7DHfPCPOtSSMx6s=","A00000100416","7uHsYbyZiKbnZITO0PATPwUHccIA7DHfJB8foVgIiXHnd+lsC+XLcw==","A00000100830","2019-08-01T19:00Z","2019-09-17",1,0.204,25,0.255,1.437,1.335,0.240,0.170,169.5,43.2,6.3,1.9,151.0,"OK","OK","OK","OK","OK","OK","OK","OK","OK","sample value outlier",,"A and L Great Lakes","SOP APF-10-020","J/g6an6qIb0=","0SbE4/OAjEQ=",
"84e870c6-fac5-4f79-b241-80f533a3c835","BONA_084.basePlot.cfc","D19","BONA","BONA_084","tower","7uHsYbyZiKbnZITO0PATP8Ocv1M4hhmBme/MvGblEvA=","A00000100420","7uHsYbyZiKbnZITO0PATP8Ocv1M4hhmBIH0aYOHxDw5AKwXOVZZqYA==","A00000100842","2019-08-01T19:34Z","2019-09-17",1,0.202,25,0.220,0.910,1.481,0.329,0.159,327.3,52.8,7.0,6.9,114.4,"OK","OK","OK","OK","OK","OK","OK","OK","OK","OK",,"A and L Great Lakes","SOP APF-10-020","J/g6an6qIb0=","0SbE4/OAjEQ=",
"99206a1f-3109-48c1-9684-1e5bc7fc2da1","BONA_084.basePlot.cfc","D19","BONA","BONA_084","tower","7uHsYbyZiKbnZITO0PATP/+l58AfMol9CZPrl4nyPuE=","A00000100418","7uHsYbyZiKbnZITO0PATP/+l58AfMol99h27NUruCRiqHtEyQPQipA==","A00000100827","2019-08-01T20:28Z","2019-09-17",1,0.197,25,0.185,1.169,1.360,0.294,0.174,116.0,40.5,5.4,1.1,67.8,"OK","OK","OK","OK","OK","OK","OK","OK","OK","OK",,"A and L Great Lakes","SOP APF-10-020","J/g6an6qIb0=","0SbE4/OAjEQ=",
"1a3cf48d-68a0-4a9b-9453-47687178275b","BONA_084.basePlot.cfc","D19","BONA","BONA_084","tower","7uHsYbyZiKbnZITO0PATPw/Vf5IgKjQsILjugwOAvHQ=","A00000100419","7uHsYbyZiKbnZITO0PATPw/Vf5IgKjQsZhIAhdB2+51ZzCxKtE9b4w==","A00000100871","2019-08-01T20:46Z","2019-09-17",1,0.206,25,0.275,1.854,1.129,0.190,0.207,106.5,57.0,8.0,3.7,127.0,"OK","OK","OK","OK","OK","OK","OK","OK","OK","OK",,"A and L Great Lakes","SOP APF-10-020","J/g6an6qIb0=","0SbE4/OAjEQ=",
