uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,collectDate,ovenStartDate,ovenEndDate,sampleCondition,cnSampleID,cnSampleCode,ligninSampleID,ligninSampleBarcode,archiveSampleID,archiveSampleCode,archiveMass,toxicodendronPossible,processedBy,remarks,dataQF
"d3752022-0608-497c-8e9b-d3988a35d10e","BONA_084.basePlot.cfc","D19","BONA","BONA_084","tower","7uHsYbyZiKbnZITO0PATPwUHccIA7DHfPCPOtSSMx6s=","A00000100416","2019-08-01T19:00Z","2019-08-02T02:00Z","2019-08-07T00:20Z","OK","7uHsYbyZiKbnZITO0PATPwUHccIA7DHfvInhDKiRExg=","A00000100829","7uHsYbyZiKbnZITO0PATPwUHccIA7DHfJB8foVgIiXHnd+lsC+XLcw==","A00000100830","7uHsYbyZiKbnZITO0PATPwUHccIA7DHfDiosoeNc+Uc=","A00000100831",,,"0000-0003-0373-3632",,
"875cac23-8e6e-42ae-b8d2-0c6259694007","BONA_084.basePlot.cfc","D19","BONA","BONA_084","tower","7uHsYbyZiKbnZITO0PATP8Ocv1M4hhmBme/MvGblEvA=","A00000100420","2019-08-01T19:34Z","2019-08-02T02:15Z","2019-08-07T00:20Z","OK","7uHsYbyZiKbnZITO0PATP8Ocv1M4hhmBSFJTmW2SnHE=","A00000100841","7uHsYbyZiKbnZITO0PATP8Ocv1M4hhmBIH0aYOHxDw5AKwXOVZZqYA==","A00000100842","7uHsYbyZiKbnZITO0PATP8Ocv1M4hhmBqTqWF/r1sng=","A00000100840",,,"0000-0003-0373-3632",,
"37e3c22b-dc02-4256-8919-557f5e88e7a9","BONA_084.basePlot.cfc","D19","BONA","BONA_084","tower","7uHsYbyZiKbnZITO0PATP/+l58AfMol9CZPrl4nyPuE=","A00000100418","2019-08-01T20:28Z","2019-08-02T02:35Z","2019-08-07T00:20Z","OK","7uHsYbyZiKbnZITO0PATP/+l58AfMol9dVLblOqTENs=","A00000100826","7uHsYbyZiKbnZITO0PATP/+l58AfMol99h27NUruCRiqHtEyQPQipA==","A00000100827","7uHsYbyZiKbnZITO0PATP/+l58AfMol90fviD1/0l2Q=","A00000100828",,,"0000-0003-0373-3632",,
"eda204af-21e3-442c-856c-7518976e192b","BONA_084.basePlot.cfc","D19","BONA","BONA_084","tower","7uHsYbyZiKbnZITO0PATPw/Vf5IgKjQsILjugwOAvHQ=","A00000100419","2019-08-01T20:46Z","2019-08-02T02:35Z","2019-08-07T00:20Z","OK","7uHsYbyZiKbnZITO0PATPw/Vf5IgKjQsyABEEDNJEjM=","A00000100870","7uHsYbyZiKbnZITO0PATPw/Vf5IgKjQsZhIAhdB2+51ZzCxKtE9b4w==","A00000100871",,,,,"0000-0003-0373-3632",,
