uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,collectDate,ovenStartDate,ovenEndDate,sampleCondition,cnSampleID,cnSampleCode,ligninSampleID,ligninSampleBarcode,archiveSampleID,archiveSampleCode,archiveMass,toxicodendronPossible,processedBy,remarks,dataQF
"abad729a-ae3e-4886-9dee-8773e55a4e0e","SJER_048.basePlot.cfc","D17","SJER","SJER_048","tower","2kN0Z0OxE8FbunuCHxxhdmtFX92gO6GPKn7GRNB0PbM=",,"2019-04-01T16:37Z","2019-04-05T03:00Z","2019-04-09T23:15Z","OK","2kN0Z0OxE8FbunuCHxxhdmtFX92gO6GPr0Xy7KNnMTg=","A00000062585","2kN0Z0OxE8FbunuCHxxhdmtFX92gO6GPi2d8Ci/JliZNBkkzKsGhmQ==","A00000062586","2kN0Z0OxE8FbunuCHxxhdmtFX92gO6GP+kSJQcD4ayg=","A00000062584",,,"0000-0001-5314-0662",,
"32f9af77-4e53-4d7e-9f4d-664d215562b5","SJER_048.basePlot.cfc","D17","SJER","SJER_048","tower","2kN0Z0OxE8EAWNsz9V0k7ht/rPnqpg87YBYVo0QVsXY=",,"2019-04-01T21:01Z","2019-04-05T03:00Z","2019-04-09T23:15Z","OK","2kN0Z0OxE8EAWNsz9V0k7ht/rPnqpg87g9SeeJKUys0=","A00000062581","2kN0Z0OxE8EAWNsz9V0k7ht/rPnqpg87Vspug8ySgKsdKJKl0q7xxA==","A00000062583","2kN0Z0OxE8EAWNsz9V0k7ht/rPnqpg87btVZFnrQTnQ=","A00000062582",,,"0000-0001-5314-0662",,
"64d33751-fb51-4619-af4a-f860f6b07107","SJER_048.basePlot.cfc","D17","SJER","SJER_048","tower","2kN0Z0OxE8FvZ+ZPocAGur2L3+lkxllVx54ToApkGcY=",,"2019-04-03T07:21Z","2019-04-05T03:00Z","2019-04-09T23:15Z","OK","2kN0Z0OxE8FvZ+ZPocAGur2L3+lkxllV5czlFvDa+vw=","A00000062580","2kN0Z0OxE8FvZ+ZPocAGur2L3+lkxllVof/odOoP/9M=","A00000062548","2kN0Z0OxE8FvZ+ZPocAGur2L3+lkxllVMrGzaYQkRsA=","A00000062562",,"N","0000-0001-5314-0662",,
"95f7162f-cb2b-40c2-b231-effea23ed67e","SJER_009.basePlot.cfc","D17","SJER","SJER_009","distributed","2kN0Z0OxE8GTUdNsBIzfR/KftHYeEm/X9B+ZS+y2X+8=",,"2019-04-03T14:56Z","2019-04-05T03:00Z","2019-04-09T23:15Z","OK","2kN0Z0OxE8GTUdNsBIzfR/KftHYeEm/X5Oc2BFjJ3E4=","A00000062553","2kN0Z0OxE8GTUdNsBIzfR/KftHYeEm/XojqHjXY5CcI=","A00000062555","2kN0Z0OxE8GTUdNsBIzfR/KftHYeEm/Xc7Z8Bmh/QGQ=","A00000062549",,"N","0000-0001-5314-0662",,
"3f772245-b4e9-4ea5-83e6-3493a5910b1d","SJER_045.basePlot.cfc","D17","SJER","SJER_045","tower","2kN0Z0OxE8Ght+vqSNjLJrxI0Xu/o1jOisirSliQcWM=",,"2019-04-03T16:37Z","2019-04-05T03:00Z","2019-04-09T23:15Z","OK","2kN0Z0OxE8Ght+vqSNjLJrxI0Xu/o1jOgUstheesDG8=","A00000062591","2kN0Z0OxE8Ght+vqSNjLJrxI0Xu/o1jOCDu5pgVdW8k=","A00000062592","2kN0Z0OxE8Ght+vqSNjLJrxI0Xu/o1jOKBHPoCWD3NM=","A00000062590",,"N","0000-0002-9129-5419",,
"3be59523-e1a0-4c43-b346-928f411fe2e1","SJER_015.basePlot.cfc","D17","SJER","SJER_015","distributed","2kN0Z0OxE8FjCRHv1/2ezDQlvpjDBOcPOL2MJlZpkVI=",,"2019-04-03T16:58Z","2019-04-05T03:00Z","2019-04-09T23:15Z","OK","2kN0Z0OxE8FjCRHv1/2ezDQlvpjDBOcPMFDzLt+inAg=","A00000062558","2kN0Z0OxE8FjCRHv1/2ezDQlvpjDBOcPWxU54GFyy6Y=","A00000062552","2kN0Z0OxE8FjCRHv1/2ezDQlvpjDBOcP+fW9qKy0b60=","A00000062554",,,"0000-0001-5314-0662",,
"8275a9e4-5281-4b6a-b0d7-49e30b52fda7","SJER_009.basePlot.cfc","D17","SJER","SJER_009","distributed","2kN0Z0OxE8HnCvFue5ndWX7TBrxc1u8M6GB2cNtVo4Y=",,"2019-04-03T17:02Z","2019-04-04T21:00Z","2019-04-09T23:15Z","OK","2kN0Z0OxE8HnCvFue5ndWX7TBrxc1u8MIYWdFckq9Xw=","A00000062556","2kN0Z0OxE8HnCvFue5ndWX7TBrxc1u8MjtURgey11pb2APbJV1k+ew==","A00000062550","2kN0Z0OxE8HnCvFue5ndWX7TBrxc1u8Ml06CCoErmoY=","A00000062551",,,"0000-0001-5314-0662",,
"fd0c1cdb-dcbc-46f4-94db-a39d25ad0dd2","SJER_046.basePlot.cfc","D17","SJER","SJER_046","tower","2kN0Z0OxE8FrgGadQFQgj0H6RFOj0PpEjxT4aQRBohM=",,"2019-04-03T17:26Z","2019-04-05T03:00Z","2019-04-09T11:15Z","OK","2kN0Z0OxE8FrgGadQFQgj0H6RFOj0PpE7Cx1jnXwnqg=","A00000062568","2kN0Z0OxE8FrgGadQFQgj0H6RFOj0PpEg5WB16S4VuI=","A00000062593","2kN0Z0OxE8FrgGadQFQgj0H6RFOj0PpEEnNXT+0oWes=","A00000062594",,"N","0000-0002-9129-5419",,
"10a4eb9f-d355-4643-804d-8658d661994f","SJER_015.basePlot.cfc","D17","SJER","SJER_015","distributed","2kN0Z0OxE8FERIW0ws+1VoXneT8WCPD0k9Co2qSprNI=",,"2019-04-03T17:43Z","2019-04-05T03:00Z","2019-04-09T23:15Z","OK","2kN0Z0OxE8FERIW0ws+1VoXneT8WCPD0uH3PRDt8SzA=","A00000062541","2kN0Z0OxE8FERIW0ws+1VoXneT8WCPD0HqH/tiFuHlQ=","A00000062538","2kN0Z0OxE8FERIW0ws+1VoXneT8WCPD0ZRy/p6WFakE=","A00000062540",,"N","0000-0001-5314-0662",,
"b993e15d-a250-41a6-8909-55a9fa747dd5","SJER_048.basePlot.cfc","D17","SJER","SJER_048","tower","2kN0Z0OxE8FvZ+ZPocAGunJU345aG/BSrqVeiLmDVdI=",,"2019-04-03T18:38Z","2019-04-05T03:00Z","2019-04-09T23:15Z","OK","2kN0Z0OxE8FvZ+ZPocAGunJU345aG/BSnPtwFv9QJn8=","A00000062589","2kN0Z0OxE8FvZ+ZPocAGunJU345aG/BSk/5h6FGqUsQ=","A00000062588","2kN0Z0OxE8FvZ+ZPocAGunJU345aG/BSL7a7Kgq+HlI=","A00000062587",,"N","0000-0001-5314-0662",,
