uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,ligninSampleID,ligninSampleBarcode,collectDate,analysisDate,analyticalRepNumber,dryMass,digestVolume,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,foliarPhosphorusQF,foliarPotassiumQF,foliarCalciumQF,foliarMagnesiumQF,foliarSulfurQF,foliarManganeseQF,foliarIronQF,foliarCopperQF,foliarBoronQF,foliarZincQF,remarks,laboratoryName,testMethod,analyzedBy,reviewedBy,dataQF,publicationDate,release
5e7b2b00-ef46-4c62-90bf-e3e3725eae37,GUAN_002.basePlot.cfc,D04,GUAN,GUAN_002,distributed,xIqeKa1cF5wqK55/3DYW1xzc8KY/0EterNpfuUFm/DY=,A00000005671,xIqeKa1cF5wqK55/3DYW1xzc8KY/0Eteh6W6SAHNOcgSZ6E4NFXjkg==,A00000005788,2018-04-24T12:12Z,2020-09-30,1,0.196,25,0.056,2.219,3.685,0.52,0.192,23.7,78.7,17.6,110.3,16.4,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
44efe25f-fe41-49c3-8672-5d7a62e7fc17,GUAN_002.basePlot.cfc,D04,GUAN,GUAN_002,distributed,xIqeKa1cF5wrDcLSoZ8W0cX3XEy/r+ZmtKHy1jKltlY=,A00000007222,xIqeKa1cF5wrDcLSoZ8W0cX3XEy/r+Zm+McOfQnrNiY=,A00000005789,2018-04-24T12:50Z,2020-09-30,1,0.204,25,0.071,0.551,3.898,0.488,0.175,56.1,61.7,4.9,176.5,9.3,OK,OK,OK,OK,OK,OK,OK,OK,sample value outlier,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
c36300cc-9f81-4348-9639-39dfab0c585c,GUAN_002.basePlot.cfc,D04,GUAN,GUAN_002,distributed,xIqeKa1cF5zpenmYNvsTH9UWNjXTZEHS8XmHwaLsRY0=,A00000007235,xIqeKa1cF5zpenmYNvsTH9UWNjXTZEHSPbgEC71ARkY=,A00000005793,2018-04-24T13:16Z,2020-09-30,1,0.195,25,0.087,2.242,2.475,0.181,0.159,19.9,28.4,13.8,53.6,12,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
32c0929c-3b09-4fff-ab57-ab6115721e59,GUAN_008.basePlot.cfc,D04,GUAN,GUAN_008,distributed,xIqeKa1cF5xgOtndUHmBGIAy/uSRpwbQ8z2RwGsWKyo=,A00000007244,xIqeKa1cF5xgOtndUHmBGIAy/uSRpwbQF68pyLK3xfk=,A00000005777,2018-04-24T15:54Z,2020-09-30,1,0.198,25,0.139,1.214,1.349,0.475,0.176,26.6,21.5,4.7,29.7,19.1,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
074431ae-8e4c-4558-8515-bab632ee96f0,GUAN_008.basePlot.cfc,D04,GUAN,GUAN_008,distributed,xIqeKa1cF5yjEd42cEFihrNhyyHEAZdTtO1ZjWRWEf0=,A00000007259,xIqeKa1cF5yjEd42cEFihrNhyyHEAZdTT7VJwL1nOCw=,A00000005780,2018-04-24T16:16Z,2020-09-30,1,0.202,25,0.087,0.011,0.013,0.304,0.109,0.3,40,4.2,15.1,26.1,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
bbfac0a6-89bb-4a5d-8db1-72ca63e5ac6a,GUAN_008.basePlot.cfc,D04,GUAN,GUAN_008,distributed,xIqeKa1cF5wTAD5AzsGyzPZNjiRUeJZLh23POiccO7o=,A00000007260,xIqeKa1cF5wTAD5AzsGyzPZNjiRUeJZLaIixv0feLXbTI5SVQntVdg==,A00000005781,2018-04-24T16:54Z,2020-09-30,1,0.199,25,0.223,1.081,2.837,0.646,0.26,27.6,19.3,4.2,33.3,17.9,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
1899f573-067f-45f4-ad91-e58644afcb1e,GUAN_042.basePlot.cfc,D04,GUAN,GUAN_042,tower,xIqeKa1cF5xABiXrs0UCiJR6NdCm4wNr0gVPrMAWG+E=,A00000007245,xIqeKa1cF5xABiXrs0UCiJR6NdCm4wNrERnm/AYZAH8=,A00000005795,2018-04-25T11:21Z,2020-09-30,1,0.202,25,0.081,1.503,2.572,0.199,0.336,13.2,31.1,11.9,133,11,OK,OK,OK,OK,OK,OK,OK,OK,sample value outlier - reanalysis not possible,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
b338b36e-779d-4fb3-b3bb-f607aee61c6b,GUAN_042.basePlot.cfc,D04,GUAN,GUAN_042,tower,xIqeKa1cF5w/7S5W4OSulId2ieyS+K+PKF/GwC2YXGM=,A00000007246,xIqeKa1cF5w/7S5W4OSulId2ieyS+K+PDB47PkkobvM=,A00000005803,2018-04-25T11:55Z,2020-09-30,1,0.194,25,0.076,1.112,4.625,0.293,0.198,40.4,31.1,12.6,232.2,13.6,OK,OK,OK,OK,OK,OK,OK,OK,sample value outlier - reanalysis not possible,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
28b60732-9db9-4466-8b66-a6b009fee8ca,GUAN_042.basePlot.cfc,D04,GUAN,GUAN_042,tower,xIqeKa1cF5wru2D/2cP7M9sTjPj2HT25/QazCIK0oM4=,A00000007262,xIqeKa1cF5wru2D/2cP7M9sTjPj2HT25R+dwhL0kw70=,A00000005805,2018-04-25T12:28Z,2020-09-30,1,0.196,25,0.149,1.624,1.675,0.205,0.225,41.8,32.3,10.1,87.8,16.7,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
08aa587a-d523-453c-af73-afa888a593f8,GUAN_043.basePlot.cfc,D04,GUAN,GUAN_043,tower,xIqeKa1cF5waeJdGCqrXoUfTMlurlUpUrmhSU6tu78w=,A00000007268,xIqeKa1cF5waeJdGCqrXoUfTMlurlUpUyU4TpsXZZvA=,A00000005809,2018-04-25T13:35Z,2020-09-30,1,0.201,25,0.082,1.84,1.309,0.137,0.2,8.8,30.4,26,74.5,26.6,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
5cb51dfb-8d5e-4405-abec-3df4607b972f,GUAN_043.basePlot.cfc,D04,GUAN,GUAN_043,tower,xIqeKa1cF5zi5fI3F8z9YZz4D4/4pdVVrIuoCA+G6II=,A00000007266,xIqeKa1cF5zi5fI3F8z9YZz4D4/4pdVVfy3D+IQMiE8isAVtn7p67A==,A00000005830,2018-04-25T13:53Z,2020-09-30,1,0.197,25,0.066,0.718,2.377,0.094,0.301,11.8,26.2,7.4,58,33.8,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
ca22ef9d-9ec0-406a-b29b-fcdcfedaff9f,GUAN_043.basePlot.cfc,D04,GUAN,GUAN_043,tower,xIqeKa1cF5xrbUxm1ISTmNAHfrSqdQHyc4ZEAXKyFt4=,A00000007267,xIqeKa1cF5xrbUxm1ISTmNAHfrSqdQHyjrjiDrG7hg13FiQGc4bv2w==,A00000005798,2018-04-25T14:27Z,2020-09-30,1,0.197,25,0.18,2.389,0.979,0.446,0.273,25.7,30.3,10.8,21.2,16.3,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
dab9d797-3da3-47e0-937d-8c655027c23d,GUAN_004.basePlot.cfc,D04,GUAN,GUAN_004,distributed,xIqeKa1cF5wwrIuSv422hnj6XHplVzshXD0Ib8lBPbg=,A00000007263,xIqeKa1cF5wwrIuSv422hnj6XHplVzshDCQB4NCwfW0=,A00000005841,2018-04-26T11:30Z,2020-09-30,1,0.204,25,0.187,1.877,0.823,0.27,0.214,29.9,26.2,9.3,31.6,29.3,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
93663757-6e73-40e1-ad99-31555d252a03,GUAN_004.basePlot.cfc,D04,GUAN,GUAN_004,distributed,xIqeKa1cF5zts93CSVKm4U3tyCpyHWZrw2TsZG9cUDY=,A00000007265,xIqeKa1cF5zts93CSVKm4U3tyCpyHWZrpQGJaVVmzSQ=,A00000005835,2018-04-26T11:58Z,2020-09-30,1,0.201,25,0.074,0.95,4.575,0.365,0.221,34,51.6,7.9,148.7,10.7,OK,OK,OK,OK,OK,OK,OK,OK,sample value outlier,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
70fb2359-e045-4268-8be0-a5b21be3e052,GUAN_004.basePlot.cfc,D04,GUAN,GUAN_004,distributed,xIqeKa1cF5xcshSqEyAlFcPI1d8lnvq+GjK3rffgfRc=,A00000007264,xIqeKa1cF5xcshSqEyAlFcPI1d8lnvq+U5Mx452P5O4=,A00000005838,2018-04-26T12:56Z,2020-09-30,1,0.193,25,0.091,1.581,1.382,0.22,0.175,40.2,45.4,10.6,23.2,43.1,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
5ef85434-27aa-48ac-8042-a2ff9a7fefb4,GUAN_001.basePlot.cfc,D04,GUAN,GUAN_001,distributed,xIqeKa1cF5yMBPJoNJKIaUGw4L/FPEbO0A4PDvYAfc4=,A00000007249,xIqeKa1cF5yMBPJoNJKIaUGw4L/FPEbOVww068UlSXV7URiJZd+P6w==,A00000005832,2018-04-26T14:36Z,2020-09-30,1,0.203,25,0.068,0.277,0.541,0.094,0.047,71.7,37.8,0.8,2.3,12.4,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
f46cdf16-1d25-4305-a2c7-6b1f1bff06fa,GUAN_001.basePlot.cfc,D04,GUAN,GUAN_001,distributed,xIqeKa1cF5yM8COs61ByxNYWb0J8TMOyRbC9EIJng0k=,A00000007250,xIqeKa1cF5yM8COs61ByxNYWb0J8TMOyPPYyXpbULHg=,A00000005827,2018-04-26T14:55Z,2020-09-30,1,0.198,25,0.08,0.615,4.227,0.963,0.219,78.7,25.3,4.4,174.8,10.7,OK,OK,OK,OK,OK,OK,OK,OK,sample value outlier - reanalysis not possible,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
868faed7-2bb1-439a-b212-954577547374,GUAN_001.basePlot.cfc,D04,GUAN,GUAN_001,distributed,xIqeKa1cF5wJTjPuLW4femBGd/9YfzRCvxEJCgkEmyU=,A00000007251,xIqeKa1cF5wJTjPuLW4femBGd/9YfzRCYSP8pj5r670=,A00000005823,2018-04-26T15:30Z,2020-09-30,1,0.201,25,0.058,1.01,2.546,0.392,0.118,17.9,16.5,4.5,129,9,OK,OK,OK,OK,OK,OK,OK,OK,sample value outlier,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
8c48f78f-379f-49c4-acdd-e0bbd1837509,GUAN_007.basePlot.cfc,D04,GUAN,GUAN_007,distributed,xIqeKa1cF5yb+I75mt2ilJpUZuriRhi37u+QQdnREpA=,A00000005672,xIqeKa1cF5yb+I75mt2ilJpUZuriRhi3kDUEjrmaSQMuJZD2vbXuIg==,A00000005859,2018-04-27T11:05Z,2020-09-30,1,0.2,25,0.109,2.805,2.649,0.696,0.224,18.1,36.6,6.6,71.1,12.2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
ebb09a03-e1f0-4493-9e6c-e748bbe7b129,GUAN_007.basePlot.cfc,D04,GUAN,GUAN_007,distributed,xIqeKa1cF5wOaaZ/OOUvWCI8jnf7NEuNRxwk/ZU9M4U=,A00000007247,xIqeKa1cF5wOaaZ/OOUvWCI8jnf7NEuNhX/7ICkE+lU=,A00000005855,2018-04-27T11:35Z,2020-09-30,1,0.202,25,0.11,1.059,1.35,0.28,0.181,19.8,29.2,6.6,52.9,21.9,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
ff3d172d-7d6b-4aa3-a8fe-0fc6430d7004,GUAN_007.basePlot.cfc,D04,GUAN,GUAN_007,distributed,xIqeKa1cF5xYBHSYE3LGXLFnC5oSjTgXBaRIowYiH6k=,A00000005673,xIqeKa1cF5xYBHSYE3LGXLFnC5oSjTgXQfAnpiD3SR8=,A00000005852,2018-04-27T11:59Z,2020-09-30,1,0.202,25,0.07,0.869,3.866,0.258,0.159,33.1,26.6,8.9,62.3,10.4,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
365cfb3b-875f-469a-9378-e2a3ba3e4d1c,GUAN_003.basePlot.cfc,D04,GUAN,GUAN_003,distributed,xIqeKa1cF5wMpbmu91XFc/mrtqEJApmBlmQHM/GjOGU=,A00000007243,xIqeKa1cF5wMpbmu91XFc/mrtqEJApmBOiz+GYbrKLFDH/M5fpXQVQ==,A00000005850,2018-04-27T13:14Z,2020-09-30,1,0.195,25,0.208,1.649,1.165,0.978,0.298,16.6,25.4,18.4,22.6,14.6,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
0ccbcad8-723c-4db9-88c8-86bb809d9ae0,GUAN_003.basePlot.cfc,D04,GUAN,GUAN_003,distributed,xIqeKa1cF5w1nHnXZJaXrn135RaJdyucJQgfIA9El9U=,A00000007241,xIqeKa1cF5w1nHnXZJaXrn135RaJdyuckEQPuHwCWdM=,A00000005845,2018-04-27T13:33Z,2020-09-30,1,0.198,25,0.141,1.258,0.859,0.386,0.17,16.2,45.3,5.8,16.9,16.9,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
06d0abcc-51ca-4bb0-a101-8f9d72d59564,GUAN_003.basePlot.cfc,D04,GUAN,GUAN_003,distributed,xIqeKa1cF5weKfpi9CqzYMUGsdfG7nKNVO1lR8omq1I=,A00000007242,xIqeKa1cF5weKfpi9CqzYMUGsdfG7nKNKzLn+eqJwLQ=,A00000005847,2018-04-27T13:54Z,2020-09-30,1,0.205,25,0.119,1.758,2.073,0.237,0.181,15.3,22.1,10,41.2,12.4,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
e7fda7f1-4259-4588-a73e-9349c0ec064d,GUAN_010.basePlot.cfc,D04,GUAN,GUAN_010,distributed,xIqeKa1cF5yy3FEvmSzvteL3U2sAWACtgx/WU/6i1rs=,A00000005674,xIqeKa1cF5yy3FEvmSzvteL3U2sAWACtmF/oN29AmJkz/3qZxwAeIw==,A00000005861,2018-04-27T14:35Z,2020-09-30,1,0.203,25,0.052,0.036,0.051,0.341,0.139,0.3,13.7,14,91.7,12.4,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
66230a0f-3f58-4370-82d7-51ef2771fe49,GUAN_010.basePlot.cfc,D04,GUAN,GUAN_010,distributed,xIqeKa1cF5zcau0VmPRQXPuFKSKQ/7zSepDQ3YzWlhM=,A00000005675,xIqeKa1cF5zcau0VmPRQXPuFKSKQ/7zSZD+kElW16zQ=,A00000005862,2018-04-27T15:45Z,2020-09-30,1,0.2,25,0.088,1.528,3.744,0.187,0.207,32.9,24.9,16.8,98.8,12.7,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
4549b3ef-85e6-45ca-a81d-56dbc3173e0a,GUAN_010.basePlot.cfc,D04,GUAN,GUAN_010,distributed,xIqeKa1cF5wAo17OwNYBtNHgEEz1FU++22Q/7SyuYY8=,A00000007252,xIqeKa1cF5wAo17OwNYBtNHgEEz1FU++ZRX8RGIUB3A=,A00000005866,2018-04-27T16:25Z,2020-09-30,1,0.201,25,0.06,0.535,1.561,0.51,0.17,4.6,15.6,4.1,44.1,9.7,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
142bcdb3-ebf7-4262-9772-5f1975c01c0e,GUAN_049.basePlot.cfc,D04,GUAN,GUAN_049,tower,xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMO3mZRrAKh4M8=,A00000005676,xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMOmrewvJ65uf0=,A00000007007,2018-04-30T13:50Z,2020-09-30,1,0.193,25,0.146,1.379,0.776,0.317,0.215,22.3,28.7,8.6,31.1,21.2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
7457bed2-a7be-4216-b645-b638daa17830,GUAN_049.basePlot.cfc,D04,GUAN,GUAN_049,tower,xIqeKa1cF5xOrWWSAns41AVTeBtlBodSNtAyxvjB+f4=,A00000005677,xIqeKa1cF5xOrWWSAns41AVTeBtlBodSMllJmti/WPZ8lYbEdU7QYQ==,A00000007004,2018-04-30T14:19Z,2020-09-30,1,0.202,25,0.102,4.057,2.328,1.171,0.237,23.8,26.4,9.9,101.8,8.2,OK,sample value outlier,OK,sample value outlier - reanalysis not possible,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
60d81876-3d92-482d-aa0e-61b1ee02fb26,GUAN_049.basePlot.cfc,D04,GUAN,GUAN_049,tower,xIqeKa1cF5zhhM9cvDjkYJeFKDT+A8JLw3BIuZQv+7Y=,A00000007236,xIqeKa1cF5zhhM9cvDjkYJeFKDT+A8JLWsaxwN5TJaw=,A00000005906,2018-04-30T14:23Z,2020-09-30,1,0.197,25,0.098,1.071,2.986,0.237,0.149,30,20.2,10.7,80,10.7,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T220318Z,RELEASE-2022
0610dd96-bae1-4ca6-88fd-4b12ac208f85,GUAN_048.basePlot.cfc,D04,GUAN,GUAN_048,tower,xIqeKa1cF5wQKeCfvLWXTiz29J8MM1ykwpYvE/olIbg=,A00000005679,xIqeKa1cF5wQKeCfvLWXTiz29J8MM1ykZPpSV9Pd5ZaOwH8qoXk/BQ==,A00000007010,2018-05-01T15:14Z,2020-09-30,1,0.203,25,0.258,2.025,0.961,0.48,0.266,29.8,27.9,13.7,25.6,15.7,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T012352Z,RELEASE-2022
c31d8121-66ec-4cef-a993-0652e4d62df5,GUAN_048.basePlot.cfc,D04,GUAN,GUAN_048,tower,xIqeKa1cF5wb8aZre4hFDZNYcieXCGMyxQLlZRKnNMA=,A00000005678,xIqeKa1cF5wb8aZre4hFDZNYcieXCGMykzzRKFojdo4=,A00000005897,2018-05-01T15:20Z,2020-09-30,1,0.202,25,0.239,2.44,0.634,0.288,0.229,28.6,31.9,17.8,27.3,31.5,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T012352Z,RELEASE-2022
bbfd37ab-6208-4592-b5de-618365b66351,GUAN_048.basePlot.cfc,D04,GUAN,GUAN_048,tower,xIqeKa1cF5wwbgR6i65FNY7hsCdnLiRVdYI2krS+BFw=,A00000005680,xIqeKa1cF5wwbgR6i65FNY7hsCdnLiRVXIUwyVufYIk=,A00000005901,2018-05-01T16:08Z,2020-02-10,1,0.2,25,0.069,0.996,4.558,0.26,0.139,32.8,33.7,4,79.1,9.2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,0SbE4/OAjEQ=,,20211222T012352Z,RELEASE-2022
f2c99876-ea96-4905-9025-33f6bfe1bba6,GUAN_005.basePlot.cfc,D04,GUAN,GUAN_005,distributed,xIqeKa1cF5x6PcWF6xZTvEpNJ3mJhEACWg8RbYWNFok=,A00000007239,xIqeKa1cF5x6PcWF6xZTvEpNJ3mJhEACLoJu6l3z00Q=,A00000005870,2018-05-02T12:08Z,2020-09-30,1,0.196,25,0.127,1.464,1.34,0.359,0.24,27.6,34.6,5.1,33.9,22.9,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T012352Z,RELEASE-2022
b4e82e4c-0a66-4d5a-9b93-3f71d65f3949,GUAN_005.basePlot.cfc,D04,GUAN,GUAN_005,distributed,xIqeKa1cF5yPeCgRPNNu6TFE94uI0Tf9YGACYUvroDA=,A00000007240,xIqeKa1cF5yPeCgRPNNu6TFE94uI0Tf9vHHkeFZoUx5XsaLqgBNNzQ==,A00000005873,2018-05-02T12:25Z,2020-09-30,1,0.198,25,0.214,2.177,0.854,0.929,0.275,19.4,21.6,17.1,25.8,17.9,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T012352Z,RELEASE-2022
4b448dd6-e0eb-4274-adca-3a8d7aceee5b,GUAN_005.basePlot.cfc,D04,GUAN,GUAN_005,distributed,xIqeKa1cF5x6PcWF6xZTvNKt/EhEiAWWoKdFND3pnKw=,A00000007254,xIqeKa1cF5x6PcWF6xZTvNKt/EhEiAWW9FwnX9XF8Ww=,A00000005903,2018-05-02T12:57Z,2020-09-30,1,0.201,25,0.249,2.252,0.795,0.483,0.247,16.8,34.8,9.5,26.7,37.8,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T012352Z,RELEASE-2022
74ce5352-b400-4592-900e-56771a9df1e4,GUAN_006.basePlot.cfc,D04,GUAN,GUAN_006,distributed,xIqeKa1cF5wjN81kTMTliYHZpx4L5DaZ7pL+xCNZ2cM=,A00000007238,xIqeKa1cF5wjN81kTMTliYHZpx4L5DaZUwjp0zJia74=,A00000005879,2018-05-02T13:49Z,2020-09-30,1,0.202,25,0.225,1.566,0.749,0.259,0.227,20.4,32,9.3,25.9,22.8,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T012352Z,RELEASE-2022
808d89a2-74fc-4308-950a-abd36781b853,GUAN_006.basePlot.cfc,D04,GUAN,GUAN_006,distributed,xIqeKa1cF5yy0iCHo68yjXG2NRybj3d+bhbTP1Jbu7o=,A00000007253,xIqeKa1cF5yy0iCHo68yjXG2NRybj3d+K60Wh9lHBUY=,A00000005885,2018-05-02T13:58Z,2020-09-30,1,0.196,25,0.094,1.243,3.035,0.173,0.283,10,18.9,1.8,50.9,12.8,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T012352Z,RELEASE-2022
9bc14b4b-7b56-4d01-89b3-355c22a4db50,GUAN_006.basePlot.cfc,D04,GUAN,GUAN_006,distributed,xIqeKa1cF5yd5Y4jHTwwj3GtypZci34bZUTYzRerIvQ=,A00000007237,xIqeKa1cF5yd5Y4jHTwwj3GtypZci34bPMHnvO2/7kY=,A00000005882,2018-05-02T14:04Z,2020-09-30,1,0.203,25,0.158,0.818,4.253,0.543,0.175,40.2,31,5.3,150.8,14.7,OK,OK,OK,OK,OK,OK,OK,OK,sample value outlier - reanalysis not possible,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T012352Z,RELEASE-2022
45d3352b-e293-4cd5-9c91-6a8130d999b3,GUAN_009.basePlot.cfc,D04,GUAN,GUAN_009,distributed,xIqeKa1cF5yFM43w6tf90BBTZuyu3mkKo/3jPW7xmlE=,"",xIqeKa1cF5yFM43w6tf90BBTZuyu3mkKNErokbLGU00=,A00000005892,2018-05-02T15:54Z,2020-09-30,1,0.201,25,0.179,1.478,1.404,0.25,0.5,43.3,53.2,19,141.1,21.6,OK,OK,OK,OK,OK,OK,OK,OK,sample value outlier - reanalysis not possible,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T012352Z,RELEASE-2022
