uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,ligninSampleID,ligninSampleBarcode,collectDate,analysisDate,analyticalRepNumber,dryMass,digestVolume,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,foliarPhosphorusQF,foliarPotassiumQF,foliarCalciumQF,foliarMagnesiumQF,foliarSulfurQF,foliarManganeseQF,foliarIronQF,foliarCopperQF,foliarBoronQF,foliarZincQF,remarks,laboratoryName,testMethod,analyzedBy,reviewedBy,dataQF,publicationDate,release
1b58c1d6-2b54-4fe6-8d98-2908a847a745,HARV_034.basePlot.cfc,D01,HARV,HARV_034,tower,AVQkM2txcceIitBakpoc8nNFI38kpaWdWDI6HA3w2cQ=,A00000000754,AVQkM2txcceIitBakpoc8nNFI38kpaWd5I7KijKLSBM=,A00000032231,2018-09-17T19:26Z,2020-02-10,1,0.198,25,0.114,0.595,0.124,0.11,0.075,473,24.9,3.5,17.7,27.5,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,0SbE4/OAjEQ=,,20211221T200614Z,RELEASE-2022
38831956-1cb3-48ed-a49e-9b03487e0d94,SCBI_005.basePlot.cfc,D02,SCBI,SCBI_005,distributed,HvxvVDlCk1+52DmmtjULpk2KHiWTONl2optV4j8vL6Y=,,HvxvVDlCk1+52DmmtjULpk2KHiWTONl2AyBk/0pbYcI=,,2017-07-24T12:29Z,2020-10-13,1,0.205,25,0.16,0.571,1.035,0.421,0.148,141.8,46,6.6,78.6,18.1,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T010542Z,RELEASE-2022
1a6ee855-aae9-4a19-a409-6746a6130d29,SCBI_005.basePlot.cfc,D02,SCBI,SCBI_005,distributed,HvxvVDlCk18recdnuMUehunN/NlpHPvsn6rKCv4cW6M=,,HvxvVDlCk18recdnuMUehunN/NlpHPvs7GwOX4Woi0wqWo0XAe6E9A==,,2017-07-24T13:06Z,2020-10-13,1,0.206,25,0.235,0.945,1.402,0.418,0.207,34.1,53.5,6.8,17.2,14.2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T010542Z,RELEASE-2022
f9e5207b-d0a7-4a20-bb1c-d43f43c1b9c6,SCBI_005.basePlot.cfc,D02,SCBI,SCBI_005,distributed,HvxvVDlCk1+PJvxtOAh+kuFriv5tZbhRw+6sK11aWqs=,,HvxvVDlCk1+PJvxtOAh+kuFriv5tZbhRtx+LCXQyZWQ=,,2017-07-24T15:09Z,2020-10-13,1,0.201,25,0.157,0.839,2.506,0.56,0.159,361.7,64.1,7,47,21.8,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T010542Z,RELEASE-2022
33aa2396-9ced-4f14-833c-50c58e0700b2,SCBI_004.basePlot.cfc,D02,SCBI,SCBI_004,distributed,HvxvVDlCk1/lWAw6u5RweSwfmAamcWY1oknqmSB0px8=,,HvxvVDlCk1/lWAw6u5RweSwfmAamcWY1oJmhmKxzDCY=,,2017-07-25T13:28Z,2020-10-13,1,0.202,25,0.191,1.824,2.194,0.401,0.124,109.9,33.2,9.5,40.2,22.4,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T010542Z,RELEASE-2022
205b6395-b990-418e-aab2-5c208d6fcedd,SCBI_004.basePlot.cfc,D02,SCBI,SCBI_004,distributed,HvxvVDlCk1/Ol10IGwAkvm1Z7kRTDOgcl2hZ7UP3OAE=,,HvxvVDlCk1/Ol10IGwAkvm1Z7kRTDOgcxBJk92JCu1ErBe8+n81eiw==,,2017-07-25T13:29Z,2020-10-13,1,0.2,25,0.161,1.407,1.524,0.302,0.205,60.9,37,26.1,37.2,17.2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T010542Z,RELEASE-2022
62d282ef-bdd9-4221-813c-ab3f80989999,SCBI_004.basePlot.cfc,D02,SCBI,SCBI_004,distributed,HvxvVDlCk1/dNwsE2B0+NGE0Ihj/3WgNS/W4G1Iat3s=,,HvxvVDlCk1/dNwsE2B0+NGE0Ihj/3WgNKVYrgd/2kEY=,,2017-07-25T14:26Z,2020-10-13,1,0.201,25,0.092,0.983,1.087,0.274,0.127,1958,38.7,6.6,34.5,37.9,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T010542Z,RELEASE-2022
6d8fb7b1-fa9d-4eb8-97bf-d1545ced529c,SCBI_045.basePlot.cfc,D02,SCBI,SCBI_045,tower,HvxvVDlCk1883DeQw28MdnJFN2Yr4f0apRmAwsMvV50=,,HvxvVDlCk1883DeQw28MdnJFN2Yr4f0aEQ9c64G813o=,,2017-07-25T16:57Z,2020-10-15,1,0.204,25,0.175,1.633,1.744,0.338,0.143,157.5,43.1,10.6,31.1,19.8,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T010542Z,RELEASE-2022
20cb8149-3afa-4ef0-a936-b86f543d058f,SCBI_049.basePlot.cfc,D02,SCBI,SCBI_049,tower,HvxvVDlCk18oNCQQptCKY1FS/2EKbyWzdzxSLKrdj+4=,,HvxvVDlCk18oNCQQptCKY1FS/2EKbyWziHTr/14x71s=,,2017-07-26T13:50Z,2020-02-10,1,0.205,25,0.12,0.974,1.81,0.642,0.159,1584,33.9,8.5,15.2,17.9,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,0SbE4/OAjEQ=,,20211222T010542Z,RELEASE-2022
521dc1a7-dac5-4a7e-b0ad-2b3515a20cd2,SCBI_049.basePlot.cfc,D02,SCBI,SCBI_049,tower,HvxvVDlCk19Uda+oQsq6DYY/6bZIJmlzjRrqnIHDlKA=,,HvxvVDlCk19Uda+oQsq6DYY/6bZIJmlzEEwfXuIEu8s=,,2017-07-26T15:52Z,2020-02-10,1,0.202,25,0.107,0.832,0.688,0.276,0.128,1556,43.8,7.8,19.8,26.7,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,0SbE4/OAjEQ=,,20211222T010542Z,RELEASE-2022
236aa4a4-ccbd-4762-8041-c5c98d06cbd6,SCBI_049.basePlot.cfc,D02,SCBI,SCBI_049,tower,HvxvVDlCk1+KVx888dV2UvUKxPneZWVxjm4EVnGl/t4=,,HvxvVDlCk1+KVx888dV2UvUKxPneZWVxwQsuDXfTVwE=,,2017-07-26T17:54Z,2020-10-15,1,0.196,25,0.133,1.475,1.569,0.437,0.13,185,55,8.1,33.6,19.4,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T010542Z,RELEASE-2022
952240dd-07d6-42c2-8bdf-b6efe829f502,SCBI_010.basePlot.cfc,D02,SCBI,SCBI_010,distributed,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq64SBG3RfAhI4=,,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq6tOEbWMwSyvQTdeYfY2sWfQ==,,2017-07-27T14:24Z,2020-10-13,1,0.198,25,0.202,1.2,2.552,0.485,0.239,168.2,123.5,6.5,65.3,23.2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T010542Z,RELEASE-2022
6ab6faee-0999-4159-aff5-3d7d4668553a,SCBI_010.basePlot.cfc,D02,SCBI,SCBI_010,distributed,HvxvVDlCk1+ZFcUrkrclmF6kKcmWmFa6MtBN6OugIbU=,,HvxvVDlCk1+ZFcUrkrclmF6kKcmWmFa6a6JhtvkGOPhroCveMhop6w==,,2017-07-27T16:32Z,2020-10-13,1,0.195,25,0.184,2.059,1.706,0.252,0.163,259.4,390.7,11.3,39.4,18.4,OK,OK,OK,OK,OK,OK,sample value outlier - soil contamination,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T010542Z,RELEASE-2022
2aa8ffa9-4130-4fbf-9047-a48091411bf1,SCBI_045.basePlot.cfc,D02,SCBI,SCBI_045,tower,HvxvVDlCk19EVGeg9EptERY8d7QKUf5+lT00LmxDsSQ=,,HvxvVDlCk19EVGeg9EptERY8d7QKUf5+RsjbOIWH67gvl0CWzsNFpw==,,2017-07-28T05:10Z,2020-02-10,1,0.201,25,0.184,0.671,2.127,0.348,0.162,131.6,35.4,5.1,18.2,20,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,0SbE4/OAjEQ=,,20211222T010542Z,RELEASE-2022
ad3a3187-f34b-4e68-bc95-5e1792b16341,SCBI_002.basePlot.cfc,D02,SCBI,SCBI_002,distributed,HvxvVDlCk19/LDHwwAo3YxZqxe4gnGF33QYbdiOMRZA=,,HvxvVDlCk19/LDHwwAo3YxZqxe4gnGF3I4tpEEK9kNTlzk6kM/79Pw==,,2017-07-28T13:30Z,2020-10-13,1,0.197,25,0.31,1.596,1.942,0.339,0.226,51,37.5,9.9,26.7,16,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T010542Z,RELEASE-2022
24f9321c-86fa-4d8c-9361-3e3fa47f3dd4,SCBI_002.basePlot.cfc,D02,SCBI,SCBI_002,distributed,HvxvVDlCk1+WcrkevV8Iu1UJFz5xk1r3SCyvt34gmBk=,,HvxvVDlCk1+WcrkevV8Iu1UJFz5xk1r3MNYfliFxqUQ=,,2017-07-28T14:47Z,2020-10-13,1,0.2,25,0.171,1.539,2.962,0.72,0.139,82.6,40.9,9.3,42.6,21.3,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T010542Z,RELEASE-2022
3fb5f4ed-43cf-40de-88ae-c578fbff3ed8,SCBI_002.basePlot.cfc,D02,SCBI,SCBI_002,distributed,HvxvVDlCk1+Qj9bexHPaS+L21NZ5c6MJaxl8Ck9jB24=,,HvxvVDlCk1+Qj9bexHPaS+L21NZ5c6MJB2iu8N4eZbY=,,2017-07-28T15:15Z,2020-10-13,1,0.194,25,0.177,0.932,2.244,0.569,0.162,208.3,45.3,7.4,17.8,24.4,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T010542Z,RELEASE-2022
f80965fb-d46b-4e16-ae4a-61d2f6072d51,SCBI_045.basePlot.cfc,D02,SCBI,SCBI_045,tower,HvxvVDlCk1885jWb3D9uoNtfBoh8w7ds1JF6UqHlHlE=,,HvxvVDlCk1885jWb3D9uoNtfBoh8w7dsoQOxxD+UdycLiIeZBzPmoQ==,,2017-07-28T19:35Z,2020-10-15,1,0.203,25,0.228,1.437,1.495,0.223,0.183,26,42.9,11.6,33.8,10.7,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T010542Z,RELEASE-2022
b6709ea2-53e4-4bcc-85fa-078527685530,SCBI_013.basePlot.cfc,D02,SCBI,SCBI_013,distributed,HvxvVDlCk19Zj9vSHVUUnXMykrJPAQ5g0H5tKbBogRU=,,HvxvVDlCk19Zj9vSHVUUnXMykrJPAQ5gQNOK5Dvb9vE=,,2017-07-31T14:15Z,2020-10-15,1,0.201,25,0.144,0.774,0.848,0.193,0.152,901,52.7,5.8,32,25.7,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T010542Z,RELEASE-2022
5958e6b7-32a1-4938-85d2-37f4809f3ed7,SCBI_013.basePlot.cfc,D02,SCBI,SCBI_013,distributed,HvxvVDlCk18ush1BqjuQDS9DQaX44XwvURN7NsCxT/M=,,HvxvVDlCk18ush1BqjuQDS9DQaX44XwvfNXrbI6sLYM=,,2017-07-31T15:20Z,2020-10-15,1,0.198,25,0.211,1.833,1.29,0.501,0.179,381.2,55.3,8.7,9.9,13.4,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T010542Z,RELEASE-2022
ce9e393e-163d-44c7-ac21-4804c30e7e67,SCBI_013.basePlot.cfc,D02,SCBI,SCBI_013,distributed,HvxvVDlCk19fheKIYCBrr/6ub+ELkaNvH9kpDJGuvvY=,,HvxvVDlCk19fheKIYCBrr/6ub+ELkaNvYrZNFrTZ+h+JOCkjfHp0zw==,,2017-07-31T16:45Z,2020-10-15,1,0.203,25,0.159,0.941,0.617,0.108,0.139,813.4,36.6,6.7,29.9,15.9,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211222T010542Z,RELEASE-2022
c0810e2c-cfc2-4f67-9890-78f13d0184c8,SCBI_008.basePlot.cfc,D02,SCBI,SCBI_008,distributed,HvxvVDlCk19ysRYVkOV3WA0r8hQHAlqRhlQcjpEZCJs=,,HvxvVDlCk19ysRYVkOV3WA0r8hQHAlqRHfJdTYlfzuCfIghwwwUOow==,,2017-08-01T13:20Z,2020-10-13,1,0.202,25,0.14,0.966,0.518,0.134,0.161,473.3,42.1,7.6,29.2,11.2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T200933Z,RELEASE-2022
eb1e0118-577a-41b3-9132-05608aac5905,SCBI_008.basePlot.cfc,D02,SCBI,SCBI_008,distributed,HvxvVDlCk19JlN37PLGpuXmwYTp0GGASXFeig3DWZYo=,,HvxvVDlCk19JlN37PLGpuXmwYTp0GGASSmnEBQOcc8U=,,2017-08-01T14:15Z,2020-10-13,1,0.202,25,0.178,1.742,0.822,0.246,0.149,302,40.7,10.4,56.2,18.3,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T200933Z,RELEASE-2022
98f8e744-2d48-4cdc-8542-4f4867dc275f,SCBI_011.basePlot.cfc,D02,SCBI,SCBI_011,distributed,HvxvVDlCk19LcyNt9GpiizHsoykg80Zn6ewX9TkT9Io=,,HvxvVDlCk19LcyNt9GpiizHsoykg80ZnIGXxFEtwc58=,,2017-08-01T18:05Z,2020-10-13,1,0.196,25,0.139,2.162,2.002,0.787,0.152,253.4,61.4,10.7,21.4,21.7,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T200933Z,RELEASE-2022
ff6be67e-86b3-4d53-a8bc-0fc74b72efb0,SCBI_011.basePlot.cfc,D02,SCBI,SCBI_011,distributed,HvxvVDlCk19LcyNt9Gpii5g5y6jx981iIgr5dxxPImk=,,HvxvVDlCk19LcyNt9Gpii5g5y6jx981iAcLH3N07Pac=,,2017-08-01T18:44Z,2020-10-13,1,0.202,25,0.174,1.032,2.284,0.656,0.179,185,58.6,8.3,23.2,19.9,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T200933Z,RELEASE-2022
af907c2e-0799-48a2-9c55-258b823fa3fa,SCBI_008.basePlot.cfc,D02,SCBI,SCBI_008,distributed,HvxvVDlCk18b8byyzvtwUShRHIk63Dg7AcG3DtgFtvI=,,HvxvVDlCk18b8byyzvtwUShRHIk63Dg7t5nOzAtP6C4=,,2017-08-01T20:14Z,2020-10-13,1,0.205,25,0.161,1.05,1.364,0.326,0.148,893.3,53.5,6.1,41.3,32.1,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T200933Z,RELEASE-2022
d862fdb5-fb64-4798-8aaa-2edf2b5915ad,SCBI_011.basePlot.cfc,D02,SCBI,SCBI_011,distributed,HvxvVDlCk19LcyNt9Gpiizjew9YqWN5pjCHvvNaOZ5A=,,HvxvVDlCk19LcyNt9Gpiizjew9YqWN5p0JYcdasinSA=,,2017-08-01T21:20Z,2020-10-15,1,0.195,25,0.158,1.576,2.505,0.816,0.159,249.6,49.8,9.6,22.2,18,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T200933Z,RELEASE-2022
e87b75f2-bd42-4b6b-a80d-b7fece3f8947,SCBI_047.basePlot.cfc,D02,SCBI,SCBI_047,tower,HvxvVDlCk1///5x2e0+GBQoeE/Pusmmq+V9J519zxOo=,,HvxvVDlCk1///5x2e0+GBQoeE/Pusmmqh53/ogMH6X6Pl7pBIbygsw==,,2017-08-02T14:00Z,2020-10-15,1,0.198,25,0.126,0.697,1.12,0.296,0.2,513.8,53.1,8.7,15.6,23.8,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T200933Z,RELEASE-2022
f92acd10-6942-4eec-a508-f8c7a4402273,SCBI_067.basePlot.cfc,D02,SCBI,SCBI_067,tower,HvxvVDlCk19wFqR6DOcuD956vK5ubnMkeM0bIIJ/Cjw=,,HvxvVDlCk19wFqR6DOcuD956vK5ubnMk8K4Y+4pfL1aAe9TohQ/sHw==,,2017-08-02T17:40Z,2020-02-10,1,0.201,25,0.23,1.35,3.017,0.282,0.184,176.1,70,7.2,41.5,16.2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,0SbE4/OAjEQ=,,20211221T200933Z,RELEASE-2022
28c231ac-483a-441e-a5c3-8eb94a6ed10b,SCBI_067.basePlot.cfc,D02,SCBI,SCBI_067,tower,HvxvVDlCk1/VZGv+C5O+MZSgs9IMZRfXg7Sqy1nrRIk=,,HvxvVDlCk1/VZGv+C5O+MZSgs9IMZRfXA4w/xRNI/LY=,,2017-08-02T18:40Z,2020-02-10,1,0.198,25,0.224,2.162,2.092,0.422,0.141,106.5,49,11.3,51.4,18.1,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,0SbE4/OAjEQ=,,20211221T200933Z,RELEASE-2022
569d5e39-fa31-4b40-9b4b-e0e31f3a5990,SCBI_067.basePlot.cfc,D02,SCBI,SCBI_067,tower,HvxvVDlCk182Oj3h01KbY3Y5E/4Cd5IHZrBp7emRViY=,,HvxvVDlCk182Oj3h01KbY3Y5E/4Cd5IHEohen7BD8PQ=,,2017-08-02T19:32Z,2020-02-10,1,0.2,25,0.216,0.843,2.61,0.614,0.161,112.4,37.7,5.9,14.8,16.4,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,0SbE4/OAjEQ=,,20211221T200933Z,RELEASE-2022
bf010fee-e6e7-4cf6-abef-a20ea2892df6,SCBI_047.basePlot.cfc,D02,SCBI,SCBI_047,tower,HvxvVDlCk19KJ+MKRTsgN3yo4WWDRKphddYCRZmtPBE=,,HvxvVDlCk19KJ+MKRTsgN3yo4WWDRKphbeunboksuNM=,,2017-08-03T02:40Z,2020-10-15,1,0.199,25,0.128,2.099,2.339,0.412,0.139,269,38.6,8.4,49.5,24.8,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T200933Z,RELEASE-2022
167df438-e917-4d4d-988d-3bef6fd5ad5a,SCBI_047.basePlot.cfc,D02,SCBI,SCBI_047,tower,HvxvVDlCk1/W+F1NJtCuxn5a/p4MJtv97pyHjjtirpY=,,HvxvVDlCk1/W+F1NJtCuxn5a/p4MJtv911eMbci8D10=,,2017-08-03T03:15Z,2020-10-15,1,0.198,25,0.117,1.049,1.796,0.527,0.157,421.5,50.8,6.9,19.4,19.4,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T200933Z,RELEASE-2022
f5d00df9-2101-44a9-810d-34a44df62800,SCBI_007.basePlot.cfc,D02,SCBI,SCBI_007,distributed,HvxvVDlCk1/x9xdKuYUTJ1itoOWhaA11XV8Ce9pi0ok=,,HvxvVDlCk1/x9xdKuYUTJ1itoOWhaA11fPNeZGoEbVY=,,2017-08-03T06:31Z,2020-10-13,1,0.202,25,0.142,0.937,1.169,0.271,0.156,860.4,52.3,7.8,44.2,51.6,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T200933Z,RELEASE-2022
4a00ef0b-a966-420a-b9ab-6d7bf86a416c,SCBI_006.basePlot.cfc,D02,SCBI,SCBI_006,distributed,HvxvVDlCk19vCgQHzUqELa1Qnpo1wg/QWHs8qOOPWoY=,,HvxvVDlCk19vCgQHzUqELa1Qnpo1wg/Q71NlW0E9tmA=,,2017-08-03T13:00Z,2020-10-13,1,0.195,25,0.135,1.275,0.586,0.203,0.089,91.7,27.4,5,13.3,23.1,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T200933Z,RELEASE-2022
0a80ff3b-89c3-4d0c-9c9f-366b8d4bc886,SCBI_007.basePlot.cfc,D02,SCBI,SCBI_007,distributed,HvxvVDlCk19Pd6bAjlEziyVIR/vQwK7m6HIQuCRp2Fo=,,HvxvVDlCk19Pd6bAjlEziyVIR/vQwK7mkEmYgsRGdd4=,,2017-08-03T15:30Z,2020-10-13,1,0.201,25,0.178,1.783,1.488,0.579,0.176,214,63.8,9.3,14.1,24.2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T200933Z,RELEASE-2022
fcba28d5-6c9d-439e-9d5e-a9858c83ccba,SCBI_010.basePlot.cfc,D02,SCBI,SCBI_010,distributed,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq6I2JbqHTaCf8=,,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq6AYDPrnpCAGfGwM24XKjIWQ==,,2017-08-03T19:00Z,2020-10-13,1,0.199,25,0.248,1.145,2.343,0.562,0.249,150,63.6,6.9,45.8,25.7,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T200933Z,RELEASE-2022
b160ca17-4729-4f60-a5fd-e51edda190fa,SCBI_005.basePlot.cfc,D02,SCBI,SCBI_005,distributed,HvxvVDlCk1+aEj7OkevsmY/xu/u/XSP4LYzPYLJBsTk=,,HvxvVDlCk1+aEj7OkevsmY/xu/u/XSP4204cASyS9WA=,,2017-08-03T19:00Z,2020-10-13,1,0.199,25,0.245,1.134,0.422,0.49,0.141,54.9,40.1,5,2.6,38.5,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T200933Z,RELEASE-2022
a5367192-b986-4fd7-b0ec-2652a1702be9,SCBI_007.basePlot.cfc,D02,SCBI,SCBI_007,distributed,HvxvVDlCk18ZsGgk1hoFt8bQ45no0lsnbGqpeDhNgXU=,,HvxvVDlCk18ZsGgk1hoFt8bQ45no0lsn+yxb+iHiNBI0hdIMg/XIVw==,,2017-08-03T20:17Z,2020-10-13,1,0.199,25,0.188,1.264,1.817,0.412,0.178,706.3,58,13.4,41.7,67.9,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T200933Z,RELEASE-2022
d5858509-e326-4a80-b98b-13d6ea03f36c,SCBI_003.basePlot.cfc,D02,SCBI,SCBI_003,distributed,HvxvVDlCk1+REwHgcgryAVbeATlJvqsGF2GJcslaE7s=,,HvxvVDlCk1+REwHgcgryAVbeATlJvqsGvDuiRSekTrM=,,2017-08-04T14:50Z,2020-10-13,1,0.2,25,0.135,1.084,1.091,0.197,0.139,896.3,47.6,5.6,54.2,29.7,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T200933Z,RELEASE-2022
c218c59e-01cf-444e-8638-20107f13b832,SCBI_003.basePlot.cfc,D02,SCBI,SCBI_003,distributed,HvxvVDlCk18RCYUymFO3oBl5vr796w3lPmNA67uCTbc=,,HvxvVDlCk18RCYUymFO3oBl5vr796w3l3K00AYRIBVnLVKgLgPQzmA==,,2017-08-04T15:35Z,2020-10-13,1,0.199,25,0.163,1.115,1.383,0.29,0.23,342,53.3,8.6,29.1,38.4,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T200933Z,RELEASE-2022
9ad45b22-5baf-4a9d-9188-054b591f5164,SCBI_003.basePlot.cfc,D02,SCBI,SCBI_003,distributed,HvxvVDlCk1/+G3LXOot+Iz/QeZlP+nnsQqszjmR7+HQ=,,HvxvVDlCk1/+G3LXOot+Iz/QeZlP+nns75q6Uu5e4p+PwHGAn8T1oQ==,,2017-08-04T16:40Z,2020-10-13,1,0.204,25,0.108,1.171,2.074,0.318,0.137,1123,30.5,9.2,57.6,71.5,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,yOg/B621B2rBEidHmvFsEQ==,,20211221T200933Z,RELEASE-2022
